Dimlama,1,beef,"{'Beef Chuck Roast': ['Lb', 2], 'Ghee': ['Tbsp', 2], 'Cumin Seeds': ['Tsp', 1.5], 'Yellow Onion': ['Each', 1], 'Gold Potato': ['Each', 5], 'Carrot': ['Each', 3], 'Garlic': ['Each', 1], 'Fresh Dill': ['Tbsp', 2], 'Cabbage': ['Each', 1], 'Roma Tomato': ['Each', 2]}",soup,beef stew,1
Drunken Noodles,0,chicken,"{'Chicken Breast': ['Dry Oz', 12], 'Soy Sauce': ['Tsp', 1], 'Canola Oil': ['Tsp', 1], 'Cornstarch': ['Tsp', 2], 'Rice Noodles': ['Dry Oz', 8], 'Brown Sugar': ['Tsp', 1.5], 'Soy Sauce': ['Tsp', 2], 'Dark Soy Sauce': ['Tsp', 1], 'Fish Sauce': ['Tbsp', 1], 'Oyster Sauce': ['Tsp', 2], 'White Pepper': ['Tsp', 0.13], 'Canola Oil': ['Tbsp', 3], 'Garlic': ['Clove', 3], 'Ginger': ['Tsp', 0.25], 'Green Onion': ['Each', 2], 'Scallion': ['Each', 1], 'Thai Red Chili': ['Each', 4], 'Thai Basil': ['Cup', 0.5], 'Baby Corn': ['Dry Oz', 7], 'Shaoxing': ['Tsp', 2]}",new,stir fry,1
Fajitas Chicken,0,chicken,"{'Fajita Blend': ['Tbsp', 2], 'Chicken Breast': ['Lb', 1], 'Lime': ['Each', 1], 'Olive Oil': ['Cup', 0.25], 'Yellow Bell Pepper': ['Each', 1], 'Poblano Chile': ['Each', 1], 'Yellow Onion': ['Each', 1], 'Flour Tortilla': ['Each', 6]}",tacos,None,2
Fajitas Pork,0,pork,"{'Fajita Blend': ['Tbsp', 2], 'Pork Chop': ['Each', 4], 'Lime': ['Each', 1], 'Olive Oil': ['Cup', 0.25], 'Yellow Bell Pepper': ['Each', 1], 'Poblano Chile': ['Each', 1], 'Yellow Onion': ['Each', 1], 'Flour Tortilla': ['Each', 6]}",tacos,None,2
Fajitas Shrimp,0,seafood,"{'Fajita Blend': ['Tbsp', 2], 'Shrimp': ['Lb', 1], 'Lime': ['Each', 1], 'Olive Oil': ['Cup', 0.25], 'Yellow Bell Pepper': ['Each', 1], 'Poblano Chile': ['Each', 1], 'Yellow Onion': ['Each', 1], 'Flour Tortilla': ['Each', 6]}",tacos,None,1
Flautas Beef,0,beef,"{'Beef Chuck Roast': ['Lb', 0.5], 'Corn Tortilla': ['Each', 12], 'Lettuce': ['Lb', 0.1], 'Shredded Cheddar': ['Cup', 1], 'Canola Oil': ['Cup', 0.25]}",new,tacos,1
Flautas Chicken,0,chicken,"{'Chicken Breast': ['Lb', 0.5], 'Corn Tortilla': ['Each', 12], 'Lettuce': ['Lb', 0.1], 'Shredded Cheddar': ['Cup', 1], 'Canola Oil': ['Cup', 0.25]}",new,tacos,1
Flautas Pork,0,pork,"{'Pork Tenderloin': ['Lb', 0.5], 'Corn Tortilla': ['Each', 12], 'Lettuce': ['Lb', 0.1], 'Shredded Cheddar': ['Cup', 1], 'Canola Oil': ['Cup', 0.25]}",new,tacos,1
French Dip Sandwiches,0,beef,"{'Olive Oil': ['Tbsp', 1], 'Beef Chuck Roast': ['Lb', 0.66], 'Yellow Onion': ['Each', 0.5], 'French Onion Soup': ['Each', 0.33], 'Beef Stock': ['Cup', 0.66], 'Garlic Powder': ['Tsp', 0.5], 'Sub Roll': ['Each', 2], 'Provolone Cheese Slice': ['Each', 2]}",new,sandwich,1
French Onion Soup,1,veggie,"{'Yellow Onion': ['Each', 2], 'Granulated Sugar': ['Tsp', 0.5], 'Beef Stock': ['Cup', 3.5], 'French Loaf': ['Each', 0.5], 'Gruyere Cheese': ['Cup', 1]}",new,soup,1
Fried Haddock,0,seafood,"{'Haddock Fillet': ['Lb', 1.5], 'All-Purpose Flour': ['Cup', 0.25], 'Panko': ['Cup', 1.5], 'Flat-Leaf Parsley': ['Tbsp', 3], 'Egg': ['Each', 2], 'Mayonnaise': ['Tbsp', 3], 'Creole Seasoning': ['Tsp', 1.5]}",new,None,1
Fried Rice Beef,0,beef,"{'Flank Steak': ['Lb', 0.5], 'Rice': ['Cup', 2], 'Canola Oil': ['Tbsp', 2], 'Stir Fry Sauce': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 3], 'Bok Choy': ['Leaf', 2]}",stir fry,None,2
Fried Rice Chicken,0,chicken,"{'Chicken Breast': ['Lb', 1], 'Rice': ['Cup', 2], 'Canola Oil': ['Tbsp', 2], 'Stir Fry Sauce': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 3], 'Bok Choy': ['Leaf', 2]}",stir fry,None,2
Fried Rice Pork,0,pork,"{'Pork Chop': ['Each', 3], 'Rice': ['Cup', 2], 'Canola Oil': ['Tbsp', 2], 'Stir Fry Sauce': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 3], 'Bok Choy': ['Leaf', 2]}",stir fry,None,2
Fried Rice Shrimp,0,seafood,"{'Shrimp': ['Lb', 0.25], 'Rice': ['Cup', 2], 'Canola Oil': ['Tbsp', 2], 'Stir Fry Sauce': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 3], 'Bok Choy': ['Leaf', 2]}",stir fry,None,1
Fried Rice Veggie,0,veggie,"{'Rice': ['Cup', 2], 'Canola Oil': ['Tbsp', 2], 'Stir Fry Sauce': ['Tbsp', 3], 'Napa Cabbage': ['Leaf', 4], 'Bok Choy': ['Leaf', 3], 'Carrot': ['Each', 1], 'Baby Corn': ['Dry Oz', 7]}",stir fry,None,2
Garlic Bacon Pasta,0,pork,"{'Spaghetti': ['Lb', 1], 'Bacon': ['Strip', 4], 'Shredded Parmesan': ['Cup', 1], 'Olive Oil': ['Tbsp', 3], 'Butter': ['Tbsp', 3], 'Garlic': ['Clove', 3], 'Red Pepper Flakes': ['Tsp', 0.5]}",new,pasta,1
Garlic Butter Salmon,0,seafood,"{'Salmon Fillet': ['Dry Oz', 12], 'Broccoli': ['Each', 1], 'Garlic': ['Clove', 4], 'Unsalted Butter': ['Tbsp', 6], 'Oregano': ['Tsp', 0.5], 'Dry Thyme': ['Tsp', 0.5], 'Dry Rosemary': ['Tsp', 0.5]}",new,None,1
Green Tomatillo Chicken Enchilada,1,chicken,"{'Corn Tortilla': ['Each', 10], 'Canola Oil': ['Cup', 0.25], 'Chicken Breast': ['Each', 2], 'Bay Leaf': ['Each', 1], 'Tomatillo': ['Lb', 0.5], 'Jalapeno Chile': ['Each', 1], 'Garlic': ['Clove', 1], 'White Onion': ['Each', 0.75], 'Sour Cream': ['Cup', 0.5], 'Queso Fresco': ['Cup', 0.5], 'Lime': ['Each', 1]}",new,casserole,1
Gruyere and Cheddar Mac and Cheese,1,veggie,"{'Macaroni': ['Lb', 0.5], 'Olive Oil': ['Tbsp', 1], 'Unsalted Butter': ['Tbsp', 2], 'All-Purpose Flour': ['Cup', 0.13], 'Milk': ['Cup', 1], 'Half-and-Half': ['Cup', 0.5], 'Ground Nutmeg': ['Tsp', 0.13], 'Gruyere Cheese': ['Cup', 0.75], 'White Cheddar': ['Cup', 0.75], 'Shredded Parmesan': ['Cup', 0.25], 'Panko': ['Cup', 0.25]}",new,None,1
Gyoza Soup,1,pork,"{'Gyoza Wrappers': ['Each', 20], 'Ground Pork': ['Lb', 0.5], 'Napa Cabbage': ['Leaf', 3], 'Green Onion': ['Each', 0.25], 'Soy Sauce': ['Tsp', 4], 'Sake': ['Tbsp', 1], 'Sesame Oil': ['Tsp', 4], 'Ginger Paste': ['Tbsp', 0.5], 'Ginger': ['Each', 0.25], 'Sesame Seed': ['Tsp', 2], 'Chicken Bone Broth': ['Cup', 5]}",new,soup,1
Gyudon Beef Bowls,0,beef,"{'Flank Steak': ['Lb', 0.33], 'Yellow Onion': ['Each', 0.5], 'Pickled Ginger': ['Tbsp', 1], 'Scallion': ['Each', 0.5], 'Rice': ['Cup', 3], 'Olive Oil': ['Tbsp', 0.5], 'Dashi Powder': ['Tsp', 1], 'Granulated Sugar': ['Tsp', 2], 'Sake': ['Tbsp', 1], 'Mirin': ['Tbsp', 1], 'Soy Sauce': ['Tbsp', 2]}",new,None,1
Haluski Noodles,0,pork,"{'Egg Noodles': ['Dry Oz', 8], 'Bacon': ['Strip', 4], 'Butter': ['Tbsp', 4], 'Yellow Onion': ['Each', 0.5], 'Cabbage': ['Each', 0.5]}",pasta,None,2
Herb Roasted Chicken,0,chicken,"{'Butter': ['Tbsp', 3], 'Garlic': ['Clove', 2], 'Dry Basil': ['Tsp', 1], 'Dry Thyme': ['Tsp', 1], 'Dry Rosemary': ['Tsp', 1], 'Chicken Breast': ['Each', 2]}",new,None,1
Hot Dogs,0,pork,"{'Hot Dog': ['Each', 2], 'Hot Dog Bun': ['Each', 2], 'French Fries': ['Each', 0.5]}",hot dog,None,2
Hungarian Mushroom Soup,0,veggie,"{'Butter': ['Tbsp', 2], 'Yellow Onion': ['Each', 0.5], 'Brown Mushrooms': ['Lb', 0.5], 'Chicken Stock': ['Cup', 1], 'White Wine': ['Cup', 0.25], 'Dillweed': ['Tsp', 1], 'Fresh Thyme': ['Tsp', 1], 'Paprika': ['Tsp', 1], 'Soy Sauce': ['Tbsp', 1], 'Milk': ['Cup', 0.5], 'All-Purpose Flour': ['Tbsp', 2], 'Sour Cream': ['Cup', 0.13], 'Lemon Juice': ['Tbsp', 1], 'Flat-Leaf Parsley': ['Tbsp', 1]}",new,soup,1
Japanese Curry Beef,1,beef,"{'Beef Chuck Roast': ['Lb', 0.5], 'Carrot': ['Each', 1], 'Yellow Onion': ['Each', 0.5], 'Russet Potato': ['Each', 1], 'Ginger': ['Each', 0.5], 'Garlic': ['Clove', 1], 'Canola Oil': ['Tbsp', 0.75], 'Chicken Stock': ['Cup', 2], 'Fuji Apple': ['Each', 0.5], 'Honey': ['Tbsp', 0.5], 'Japanese Curry Roux': ['Each', 0.5], 'Soy Sauce': ['Tbsp', 0.75], 'Ketchup': ['Tbsp', 0.5]}",new,curry,1
Japanese Curry Chicken,1,chicken,"{'Chicken Thigh': ['Each', 4], 'Carrot': ['Each', 1], 'Yellow Onion': ['Each', 0.5], 'Russet Potato': ['Each', 1], 'Ginger': ['Each', 0.5], 'Garlic': ['Clove', 1], 'Canola Oil': ['Tbsp', 0.75], 'Chicken Stock': ['Cup', 2], 'Fuji Apple': ['Each', 0.5], 'Honey': ['Tbsp', 0.5], 'Japanese Curry Roux': ['Each', 0.5], 'Soy Sauce': ['Tbsp', 0.75], 'Ketchup': ['Tbsp', 0.5]}",new,curry,1
Japanese Curry Pork,1,pork,"{'Pork Chop': ['Each', 4], 'Carrot': ['Each', 1], 'Yellow Onion': ['Each', 0.5], 'Russet Potato': ['Each', 1], 'Ginger': ['Each', 0.5], 'Garlic': ['Clove', 1], 'Canola Oil': ['Tbsp', 0.75], 'Chicken Stock': ['Cup', 2], 'Fuji Apple': ['Each', 0.5], 'Honey': ['Tbsp', 0.5], 'Japanese Curry Roux': ['Each', 0.5], 'Soy Sauce': ['Tbsp', 0.75], 'Ketchup': ['Tbsp', 0.5]}",new,curry,1
Japanese Curry Veggies,1,veggie,"{'Carrot': ['Each', 2], 'Baby Corn': ['Dry Oz', 5], 'Yellow Onion': ['Each', 0.5], 'Russet Potato': ['Each', 2], 'Ginger': ['Each', 0.5], 'Garlic': ['Clove', 1], 'Canola Oil': ['Tbsp', 0.75], 'Chicken Stock': ['Cup', 2], 'Fuji Apple': ['Each', 0.5], 'Honey': ['Tbsp', 0.5], 'Japanese Curry Roux': ['Each', 0.5], 'Soy Sauce': ['Tbsp', 0.75], 'Ketchup': ['Tbsp', 0.5]}",new,curry,1
Jerk Pork,0,pork,"{'Pork Shoulder': ['Lb', 1.5], 'Garlic': ['Clove', 3], 'Jerk Seasoning': ['Tbsp', 2], 'Lime': ['Each', 1], 'Orange Juice': ['Cup', 0.25], 'Avocado': ['Each', 1], 'Mango': ['Each', 2], 'Red Onion': ['Each', 0.13], 'Lime Juice': ['Tbsp', 3]}",new,bbq,1
Katsudon,1,pork,"{'Kombu': ['Dry Oz', 0.4], 'Yellow Onion': ['Each', 0.5], 'Rice': ['Cup', 1.5], 'Mirin': ['Tbsp', 1], 'Granulated Sugar': ['Tbsp', 1], 'Soy Sauce': ['Tbsp', 1], 'Egg': ['Each', 3], 'Pork Chop': ['Each', 2], 'Mayonnaise': ['Tbsp', 1], 'All-Purpose Flour': ['Tbsp', 4], 'Panko': ['Cup', 3], 'Canola Oil': ['Cup', 0.5]}",new,None,1
Katsudon (Chicken),1,chicken,"{'Kombu': ['Dry Oz', 0.4], 'Yellow Onion': ['Each', 0.5], 'Rice': ['Cup', 1.5], 'Mirin': ['Tbsp', 1], 'Granulated Sugar': ['Tbsp', 1], 'Soy Sauce': ['Tbsp', 1], 'Egg': ['Each', 3], 'Chicken Breast': ['Each', 1], 'Mayonnaise': ['Tbsp', 1], 'All-Purpose Flour': ['Tbsp', 4], 'Panko': ['Cup', 3], 'Canola Oil': ['Cup', 0.5]}",new,fried,1
Kielbasa with Cabbage and Pierogis,0,pork,"{'Kielbasa Polska': ['Each', 1], 'Cabbage': ['Each', 1], 'Pierogi': ['Each', 1], 'Olive Oil': ['Tbsp', 1], 'Garlic Powder': ['Tsp', 1]}",None,None,4
Korean Beef,0,beef,"{'Beef Stock': ['Cup', 0.5], 'Soy Sauce': ['Cup', 0.25], 'Brown Sugar': ['Cup', 0.25], 'Garlic': ['Clove', 2], 'Sesame Oil': ['Tbsp', 0.5], 'Rice Wine Vinegar': ['Tbsp', 0.5], 'Ginger': ['Tbsp', 0.5], 'Sriracha': ['Tsp', 0.5], 'Onion Powder': ['Tsp', 0.25], 'White Pepper': ['Tsp', 0.25], 'Beef Chuck Roast': ['Lb', 1.5], 'Cornstarch': ['Tbsp', 1], 'Sesame Seed': ['Tsp', 0.5], 'Green Onion': ['Each', 1]}",new,None,1
Korean Fried Chicken,1,chicken,"{'Chicken Breast': ['Each', 1], 'Kosher Salt': ['Tsp', 0.5], 'Cornstarch': ['Cup', 0.33], 'Canola Oil': ['Cup', 4], 'Ginger': ['Tbsp', 1], 'Gochujang': ['Cup', 0.5], 'Brown Sugar': ['Tbsp', 1]}",fried,None,1
Kung Pao Chicken,0,chicken,"{'Chicken Breast': ['Lb', 1], 'Soy Sauce': ['Tbsp', 6], 'Cornstarch': ['Tbsp', 1], 'Sesame Oil': ['Tbsp', 2], 'Red Bell Pepper': ['Each', 1], 'Green Onion': ['Each', 4], 'Peanuts': ['Cup', 0.25], 'Dried Red Chili Peppers': ['Each', 5], 'Garlic': ['Clove', 3], 'Ginger': ['Tbsp', 0.5], 'Rice Vinegar': ['Cup', 0.33], 'Granulated Sugar': ['Tbsp', 2]}",new,fried rice,2
Leftover Turkey Soup,0,chicken,"{'Olive Oil': ['Tbsp', 0.5], 'Yellow Onion': ['Each', 0.25], 'Garlic': ['Clove', 2], 'Celery': ['Rib', 2], 'Carrot': ['Each', 2], 'Gold Potato': ['Lb', 0.5], 'Chicken Stock': ['Cup', 2], 'Italian Seasoning': ['Tsp', 0.25], 'Shredded Turkey Meat': ['Lb', 1], 'Heavy Cream': ['Cup', 0.25]}",new,soup,1
Lemon Chicken Piccata,0,chicken,"{'Olive Oil': ['Tbsp', 1], 'Chicken Thigh Skin-on': ['Each', 4], 'Butter': ['Tbsp', 2], 'Garlic': ['Clove', 3], 'White Wine': ['Cup', 0.25], 'Lemon': ['Each', 1], 'Capers': ['Tbsp', 2]}",new,None,1
Lemon Chicken Soup with Orzo,0,chicken,"{'Olive Oil': ['Tbsp', 0.5], 'Carrot': ['Each', 2], 'Yellow Onion': ['Each', 0.25], 'Garlic': ['Clove', 2], 'Chicken Stock': ['Cup', 4], 'Orzo': ['Cup', 0.5], 'Chicken Breast': ['Lb', 1], 'Egg': ['Each', 2], 'Lemon Juice': ['Cup', 0.25], 'Spinach': ['Dry Oz', 2], 'Kosher Salt': ['Tsp', 1], 'Fresh Dill': ['Each', 0.25]}",new,chicken soup,1
Lentil Soup,0,veggie,"{'Olive Oil': ['Cup', 0.25], 'Yellow Onion': ['Each', 1], 'Carrot': ['Each', 2], 'Garlic': ['Clove', 4], 'Ground Cumin': ['Tsp', 2], 'Red Curry Powder': ['Tsp', 1], 'Dry Thyme': ['Tsp', 0.5], 'Diced Tomatoes': ['Oz', 28], 'Lentils': ['Cup', 1], 'Vegetable Stock': ['Cup', 4], 'Kosher Salt': ['Tsp', 1], 'Red Pepper Flakes': ['Tsp', 0.13], 'Kale': ['Leaf', 2], 'Lemon Juice': ['Tbsp', 2]}",new,soup,1
Lo Mein Beef,0,beef,"{'Beef Tenderloin': ['Lb', 0.5], 'Chinese Egg Noodles': ['Dry Oz', 10], 'Bok Choy': ['Leaf', 1], 'Red Bell Pepper': ['Each', 0.5], 'Carrot': ['Each', 0.5], 'Cornstarch': ['Tbsp', 1], 'Chicken Stock': ['Cup', 0.33], 'Oyster Sauce': ['Tbsp', 1.5], 'Soy Sauce': ['Tbsp', 1], 'Hoisin': ['Tsp', 1.5], 'Honey': ['Tsp', 1], 'Garlic': ['Clove', 1], 'Ginger': ['Tbsp', 0.25], 'Red Pepper Flakes': ['Tsp', 0.25]}",new,fried rice,1
Lo Mein Chicken,0,chicken,"{'Chicken Breast': ['Lb', 0.5], 'Chinese Egg Noodles': ['Dry Oz', 10], 'Bok Choy': ['Leaf', 1], 'Red Bell Pepper': ['Each', 0.5], 'Carrot': ['Each', 0.5], 'Cornstarch': ['Tbsp', 1], 'Chicken Stock': ['Cup', 0.33], 'Oyster Sauce': ['Tbsp', 1.5], 'Soy Sauce': ['Tbsp', 1], 'Hoisin': ['Tsp', 1.5], 'Honey': ['Tsp', 1], 'Garlic': ['Clove', 1], 'Ginger': ['Tbsp', 0.25], 'Red Pepper Flakes': ['Tsp', 0.25]}",new,fried rice,1
Lo Mein Pork,0,pork,"{'Pork Tenderloin': ['Lb', 0.5], 'Chinese Egg Noodles': ['Dry Oz', 10], 'Bok Choy': ['Leaf', 1], 'Red Bell Pepper': ['Each', 0.5], 'Carrot': ['Each', 0.5], 'Cornstarch': ['Tbsp', 1], 'Chicken Stock': ['Cup', 0.33], 'Oyster Sauce': ['Tbsp', 1.5], 'Soy Sauce': ['Tbsp', 1], 'Hoisin': ['Tsp', 1.5], 'Honey': ['Tsp', 1], 'Garlic': ['Clove', 1], 'Ginger': ['Tbsp', 0.25], 'Red Pepper Flakes': ['Tsp', 0.25]}",new,fried rice,1
Lo Mein Shrimp,0,seafood,"{'Shrimp': ['Lb', 0.5], 'Chinese Egg Noodles': ['Dry Oz', 10], 'Bok Choy': ['Leaf', 1], 'Red Bell Pepper': ['Each', 0.5], 'Carrot': ['Each', 0.5], 'Cornstarch': ['Tbsp', 1], 'Chicken Stock': ['Cup', 0.33], 'Oyster Sauce': ['Tbsp', 1.5], 'Soy Sauce': ['Tbsp', 1], 'Hoisin': ['Tsp', 1.5], 'Honey': ['Tsp', 1], 'Garlic': ['Clove', 1], 'Ginger': ['Tbsp', 0.25], 'Red Pepper Flakes': ['Tsp', 0.25]}",new,fried rice,1
Loaded Potato Soup,0,pork,"{'Red Potato': ['Each', 4], 'Olive Oil': ['Tbsp', 2], 'Yellow Onion': ['Each', 0.5], 'Chicken Stock': ['Cup', 1.25], 'All-Purpose Flour': ['Cup', 0.25], 'Milk': ['Cup', 2], 'Sour Cream': ['Cup', 0.25], 'Bacon': ['Strip', 3], 'Shredded Cheddar': ['Cup', 0.33], 'Green Onion': ['Each', 1]}",soup,potato soup,2
Marinated Flank Steak,0,beef,"{'Vegetable Oil': ['Cup', 0.5], 'Soy Sauce': ['Cup', 0.33], 'Red Wine Vinegar': ['Cup', 0.25], 'Lemon Juice': ['Tbsp', 2], 'Worcestershire Sauce': ['Tbsp', 1.5], 'Dijon Mustard': ['Tbsp', 1], 'Garlic': ['Clove', 2], 'Flank Steak': ['Lb', 1.5]}",new,steak,1
Meatballs and Gravy,0,beef,"{'Ground Beef': ['Lb', 1], 'Egg': ['Each', 1], 'Worcestershire Sauce': ['Tbsp', 2], 'Garlic Powder': ['Tsp', 1.5], 'Onion Powder': ['Tsp', 1.5], 'Breadcrumbs': ['Cup', 1], 'Yellow Onion': ['Each', 1], 'Brown Mushrooms': ['Dry Oz', 8], 'Beef Stock': ['Cup', 3], 'Brown Gravy Mix': ['Each', 2], 'Ketchup': ['Tbsp', 1], 'Cornstarch': ['Tbsp', 2], 'Olive Oil': ['Tbsp', 2]}",new,None,1
Meatless Burgers,0,veggie,"{'Veggie Burger': ['Each', 2], 'American Cheese': ['Slice', 2], 'Hamburger Bun': ['Each', 2], 'French Fries': ['Each', 0.5]}",burgers,None,4
Mongolian Beef and Broccoli,0,beef,"{'Flank Steak': ['Lb', 1], 'Soy Sauce': ['Cup', 0.5], 'Shaoxing': ['Tbsp', 0.5], 'Cornstarch': ['Tbsp', 1.5], 'Brown Sugar': ['Tbsp', 2], 'Hoisin': ['Tbsp', 1], 'Oyster Sauce': ['Tbsp', 0.5], 'White Pepper': ['Tsp', 2], 'Canola Oil': ['Tbsp', 2], 'Sesame Oil': ['Tsp', 0.5], 'Garlic': ['Clove', 4], 'Ginger': ['Tbsp', 0.25], 'Broccoli': ['Each', 0.5], 'Scallion': ['Each', 2]}",new,stir fry,1
Mulligatawny Soup,0,chicken,"{'Butter': ['Cup', 0.25], 'Yellow Onion': ['Each', 0.5], 'Celery': ['Rib', 1], 'Carrot': ['Each', 1], 'All-Purpose Flour': ['Tbsp', 3], 'Yellow Curry Powder': ['Tbsp', 1], 'Kosher Salt': ['Tsp', 1], 'Cayenne Pepper': ['Tsp', 0.13], 'Chicken Stock': ['Cup', 4], 'Granny Smith': ['Each', 0.5], 'Rice': ['Cup', 0.25], 'Chicken Breast': ['Each', 1], 'Heavy Cream': ['Cup', 0.5]}",new,chicken soup,1
New Beef,1,beef,"{'New Ingredients': [None, 1]}",new,None,1
New Chicken,1,chicken,"{'New Ingredients': [None, 1]}",new,None,1
New Pork,1,pork,"{'New Ingredients': [None, 1]}",new,None,1
New Seafood,1,seafood,"{'New Ingredients': [None, 1]}",new,None,1
New Veggie,1,veggie,"{'New Ingredients': [None, 1]}",new,None,1
Orange Chicken,1,chicken,"{'Chicken Breast': ['Each', 2], 'Egg': ['Each', 1], 'Cornstarch': ['Cup', 0.25], 'All-Purpose Flour': ['Cup', 0.75], 'Orange Juice': ['Cup', 0.5], 'Rice Vinegar': ['Tbsp', 1], 'Shaoxing': ['Tbsp', 2], 'White Vinegar': ['Tbsp', 5], 'Brown Sugar': ['Tbsp', 6], 'Soy Sauce': ['Tbsp', 2], 'Sesame Oil': ['Tsp', 2.25], 'Garlic': ['Clove', 5], 'Red Pepper Flakes': ['Tsp', 0.13]}",new,stir fry,1
Pad Thai,0,chicken,"{'Rice Noodles': ['Dry Oz', 4], 'Tamarind Paste': ['Tbsp', 1.5], 'Brown Sugar': ['Tbsp', 3], 'Fish Sauce': ['Tbsp', 2], 'Oyster Sauce': ['Tbsp', 1.5], 'Canola Oil': ['Tbsp', 3], 'Yellow Onion': ['Each', 0.5], 'Garlic': ['Clove', 2], 'Chicken Breast': ['Lb', 0.5], 'Egg': ['Each', 2], 'Bean Sprouts': ['Cup', 1.5], 'Firm Tofu': ['Cup', 0.5], 'Scallion': ['Each', 1]}",new,stir fry,1
Parmesan Crusted Tilapia,0,seafood,"{'Tilapia Fillet': ['Each', 2], 'Butter': ['Tbsp', 2], 'Lemon': ['Each', 1], 'Garlic Powder': ['Tsp', 1], 'Shredded Parmesan': ['Cup', 0.25]}",new,None,1
Parsnip and Apple Soup,1,veggie,"{'Unsalted Butter': ['Tbsp', 3], 'Leek': ['Each', 1.5], 'Parsnip': ['Each', 3], 'Gala Apple': ['Each', 2], 'Ground Coriander': ['Tsp', 1], 'Heavy Cream': ['Cup', 0.25], 'Flat-Leaf Parsley': ['Tbsp', 2]}",new,soup,1
Pasta-Roni Chicken,0,chicken,"{'Chicken Breast': ['Lb', 1], 'Pasta-Roni': ['Each', 1], 'Butter': ['Tbsp', 2], 'Milk': ['Cup', 0.66]}",pasta,None,2
Persian Chicken,0,chicken,"{'Chicken Breast': ['Each', 2], 'Yellow Onion': ['Each', 1], 'Turmeric': ['Tsp', 2], 'Garlic': ['Clove', 4], 'Lime Juice': ['Tbsp', 2], 'Olive Oil': ['Tbsp', 3], 'Ground Cumin': ['Tsp', 2.25], 'Kosher Salt': ['Tsp', 1.75], 'Rice': ['Cup', 1], 'Ground Cardamom': ['Tsp', 0.25], 'Ground Cinnamon': ['Tsp', 0.25], 'Cucumber': ['Each', 1], 'Fresh Mint': ['Cup', 0.5], 'Fresh Dill': ['Cup', 0.5]}",new,None,1
Pizza,0,beef,"{'Pizza': ['Each', 1]}",pizza,None,2
Polish Barley Vegetable Soup,0,veggie,"{'Pearl Barley': ['Cup', 0.5], 'Butter': ['Tbsp', 4], 'Yellow Onion': ['Each', 0.5], 'Carrot': ['Each', 2], 'Yellow Turnip': ['Each', 1], 'Leek': ['Each', 1], 'Celery': ['Rib', 1], 'Brown Mushrooms': ['Dry Oz', 4], 'Dry Marjoram': ['Tsp', 0.5], 'Dry Parsley': ['Tbsp', 0.5], 'Beef Stock': ['Cup', 6]}",soup,None,1
Pork and Sauerkraut Goulash,1,pork,"{'Pork Shoulder': ['Lb', 1.25], 'Yellow Onion': ['Each', 1], 'Garlic': ['Clove', 2], 'Anaheim Pepper': ['Each', 2], 'Tomato': ['Each', 1], 'Sauerkraut': ['Cup', 1], 'Paprika': ['Tbsp', 1], 'Sour Cream': ['Tbsp', 2.5], 'All-Purpose Flour': ['Tbsp', 0.5], 'Egg Noodles': ['Dry Oz', 4]}",new,None,1
Pork Potstickers,1,pork,"{'Ground Pork': ['Dry Oz', 8], 'Cabbage': ['Lb', 0.15], 'Carrot': ['Each', 1], 'Garlic': ['Clove', 1], 'Green Onion': ['Each', 2], 'Sesame Oil': ['Tsp', 1], 'Wonton Wrappers': ['Each', 24], 'Rice Vinegar': ['Cup', 0.25], 'Soy Sauce': ['Tbsp', 1], 'Garlic Powder': ['Tsp', 0.25], 'Granulated Sugar': ['Tsp', 0.25], 'Sesame Seed': ['Tsp', 0.25]}",new,dumplings,1
Pork with Broccoli,0,pork,"{'Soy Sauce': ['Tbsp', 0.66], 'Chicken Stock': ['Cup', 0.5], 'Honey': ['Cup', 0.25], 'Rice Wine Vinegar': ['Tbsp', 2], 'Brown Sugar': ['Tbsp', 2], 'Garlic': ['Clove', 3], 'Sesame Oil': ['Tbsp', 1], 'Cornstarch': ['Tbsp', 1], 'Ground Ginger': ['Tsp', 1], 'Red Pepper Flakes': ['Tsp', 0.25], 'Olive Oil': ['Tbsp', 1], 'Pork Chop': ['Each', 4], 'Broccoli': ['Each', 1]}",stir fry,None,2
Potato Soup,0,pork,"{'Bacon': ['Strip', 8], 'Butter': ['Tbsp', 2], 'Celery': ['Each', 2], 'Leek': ['Each', 1], 'Yellow Onion': ['Each', 1], 'Garlic': ['Clove', 3], 'Gold Potato': ['Each', 4], 'Chicken Stock': ['Cup', 1], 'White Pepper': ['Tsp', 0.5], 'Dry Thyme': ['Tsp', 0.5], 'All-Purpose Flour': ['Cup', 0.33], 'Half-and-Half': ['Cup', 2], 'Bay Leaf': ['Each', 1]}",soup,potato soup,4
Rice-a-Roni Chicken,0,chicken,"{'Chicken Breast': ['Lb', 1], 'Rice-A-Roni': ['Each', 1], 'Butter': ['Tbsp', 2]}",stir fry,None,2
